Video_Name,Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y,Stimuli
2021-11-25_13-59-53,img_1.jpg,1,1032.4432373046875,423.7681884765625,1146.7037353515625,526.8065795898438,1087.5330810546875,479.8782043457031,1116.0982666015625,443.1516418457031,1221.177001953125,557.4120483398438,1246.6815185546875,585.9771728515625,1238.5201416015625,586.9973754882812,1245.661376953125,566.5936889648438,1290.5494384765625,787.9732666015625,1296.6705322265625,458.4543762207031,1274.2264404296875,670.65234375,baseline
2021-11-25_13-59-53,img_19.jpg,19,678.3602294921875,451.718994140625,551.4609985351562,602.685302734375,656.4810791015625,579.712158203125,567.8704223632812,480.1619262695313,455.1926574707031,730.6784057617188,423.4678649902344,764.5911254882812,448.62890625,760.21533203125,423.4678649902344,736.1482543945312,338.1390991210937,895.8662109375,374.23974609375,915.5574340820312,459.5685119628906,915.5574340820312,baseline
2021-11-25_13-59-53,img_66.jpg,66,578.75,933.75,960.0,702.5,997.5,615.0,1291.25,1065.0,935.0,433.75,972.5,396.25,972.5,427.5,935.0,390.0,878.75,158.75,953.75,202.5,1316.25,552.5,baseline
2021-11-25_13-59-53,img_84.jpg,84,935.4619140625,350.7881164550781,838.3964233398438,479.74652099609375,939.621826171875,440.9203186035156,850.8762817382812,389.6142883300781,745.4909057617188,496.3863220214844,690.02490234375,472.8132629394531,710.8246459960938,497.7729797363281,738.5576171875,463.1067199707031,522.2402954101562,449.240234375,515.3070678710938,490.8397216796875,562.453125,576.81201171875,baseline
2021-11-25_13-59-53,img_101.jpg,101,1062.7156982421875,504.3816833496094,924.6417236328124,541.66162109375,990.9171752929688,559.6112670898438,949.4949951171876,460.1980285644531,787.948486328125,583.0838623046875,738.2418823242188,603.794921875,772.7603759765625,607.9371337890625,767.2373657226562,572.0379028320312,611.2138061523438,697.6852416992188,636.067138671875,718.3963012695312,724.4344482421875,752.914794921875,baseline
2021-11-25_13-59-53,img_166.jpg,166,1219.2625732421875,320.1861572265625,1339.7586669921875,437.6317138671875,1263.495361328125,419.3284912109375,1326.03125,353.7420349121094,1473.982177734375,425.4295654296875,1519.7401123046875,419.3284912109375,1502.962158203125,437.6317138671875,1496.861083984375,402.5505676269531,1673.7921142578125,413.2274475097656,1675.3173828125,457.4601745605469,1606.6802978515625,544.400390625,baseline
2021-11-25_13-59-53,img_195.jpg,195,1065.296875,423.1126403808594,942.455078125,518.3495483398438,1016.9883422851562,537.6729736328125,985.24267578125,439.6755981445313,826.5145263671875,521.1100463867188,765.78369140625,485.22369384765625,787.8676147460938,523.8705444335938,804.4306030273438,478.3224487304688,640.181396484375,485.22369384765625,615.3369750976562,529.3915405273438,669.1665649414062,601.164306640625,baseline
2021-11-25_13-59-53,img_224.jpg,224,821.6340942382812,624.385986328125,687.4013061523438,662.915771484375,821.6340942382812,700.20263671875,821.6340942382812,590.8278198242188,561.8687744140625,713.87451171875,514.6387329101562,739.975341796875,549.4398193359375,739.975341796875,539.4966430664062,706.4171142578125,379.16302490234375,808.3346557617188,404.0209655761719,841.892822265625,509.6671447753906,885.3941650390625,baseline
2021-11-25_13-59-53,img_257.jpg,257,728.685546875,617.4736328125,623.3820190429688,684.372314453125,696.4750366210938,684.372314453125,659.30908203125,603.8461303710938,501.9732971191406,721.5382690429688,461.09075927734375,733.9269409179688,485.8680419921875,736.4046630859375,480.91259765625,709.1495971679688,335.9654235839844,800.8256225585938,354.5483703613281,835.5138549804688,437.5523071289063,877.63525390625,baseline
2021-11-25_13-59-53,img_328.jpg,328,1338.6968994140625,334.2192687988281,1394.1468505859375,511.2322998046875,1352.5594482421875,433.3892211914063,1402.6776123046875,416.3277282714844,1467.7244873046875,600.80517578125,1502.913818359375,634.9281616210938,1480.5206298828125,623.1983642578125,1499.71484375,605.070556640625,1570.093505859375,760.7567138671875,1538.1031494140625,775.6854858398438,1468.7908935546875,781.0172119140625,baseline
2021-11-25_13-59-53,img_361.jpg,361,1002.3267822265624,552.7549438476562,1094.724853515625,656.0949096679688,1018.1317138671876,652.4475708007812,1080.1357421875,569.775634765625,1223.595947265625,739.9826049804688,1266.147705078125,771.5924682617188,1238.18505859375,771.5924682617188,1249.126953125,739.9826049804688,1370.703369140625,881.0112915039062,1345.17236328125,912.6211547851562,1256.4215087890625,924.77880859375,baseline
