Video_Name,Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y,Stimuli
00515-phase1-2022-06-28 09-54-27.mp4,img_11.jpg,11,1049.7723388671875,385.5509033203125,1140.57666015625,499.3761596679688,1086.8614501953125,454.6134338378906,1086.8614501953125,409.8506774902344,1241.612548828125,521.1180419921875,1282.5384521484375,516.0023193359375,1283.8175048828125,533.9074096679688,1260.796630859375,516.0023193359375,1396.36376953125,514.723388671875,1397.6427001953125,564.6018676757812,1231.381103515625,638.7800903320312,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_226.jpg,226,874.3927612304688,283.8932189941406,990.5962524414062,388.759765625,881.4783325195312,361.8345947265625,955.1683349609376,290.9787902832031,1086.9600830078125,418.5191955566406,1126.6392822265625,425.6047973632813,1105.382568359375,441.1930541992188,1103.9654541015625,402.9309387207031,1279.687744140625,435.5245971679688,1281.1048583984375,490.7920837402344,1237.17431640625,541.8082885742188,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_670.jpg,670,591.25,708.75,997.5,640.0,616.25,696.25,791.25,1158.75,847.5,458.75,822.5,452.5,878.75,458.75,878.75,452.5,791.25,146.25,953.75,208.75,1010.0,540.0,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_1385.jpg,1385,422.5,908.75,1078.75,540.0,1316.25,358.75,941.25,246.25,978.75,452.5,1066.25,446.25,1041.25,452.5,1028.75,433.75,953.75,808.75,1485.0,390.0,1216.25,452.5,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2341.jpg,2341,1180.687255859375,328.5966491699219,1279.4716796875,488.0208435058594,1206.116943359375,433.2493286132813,1263.8226318359375,378.4778442382813,1374.3436279296875,537.9020385742188,1404.66357421875,551.5949096679688,1383.146240234375,550.6168212890625,1396.839111328125,535.9459228515625,1487.7989501953125,599.5199584960938,1472.14990234375,638.6424560546875,1410.531982421875,673.8527221679688,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2388.jpg,2388,1059.8009033203125,348.0514221191406,1145.8326416015625,490.7116394042969,1053.266845703125,446.062255859375,1113.162353515625,370.9205932617188,1249.28857421875,537.5390625,1314.629150390625,560.4082641601562,1280.8697509765625,572.3873291015625,1288.492919921875,532.093994140625,1420.2630615234375,619.2147216796875,1420.2630615234375,674.7542114257812,1370.1685791015625,699.8014526367188,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2421.jpg,2421,1221.1759033203125,395.9029846191406,1294.09716796875,543.8592529296875,1233.85791015625,488.9040832519531,1294.09716796875,466.7106323242188,1400.837158203125,635.8035278320312,1450.5081787109375,668.5652465820312,1424.08740234375,668.5652465820312,1434.6556396484375,635.8035278320312,1530.8272705078125,745.7139282226562,1514.974853515625,776.3619995117188,1423.030517578125,785.8734741210938,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2458.jpg,2458,1210.7772216796875,386.0807189941406,1281.15771484375,541.9230346679688,1217.8153076171875,483.6078186035156,1286.184814453125,454.4502258300781,1391.75537109375,628.3903198242188,1427.9510498046875,659.5587768554688,1409.853271484375,652.520751953125,1421.91845703125,629.395751953125,1511.402099609375,739.9935302734375,1495.315185546875,776.1891479492188,1403.8206787109375,790.2652587890625,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2511.jpg,2511,828.5107421875,169.9020538330078,728.4711303710938,399.9931640625,788.494873046875,266.6070251464844,720.1344604492188,243.26443481445312,576.744384765625,386.654541015625,525.0572509765625,386.654541015625,536.728515625,406.6624755859375,566.7404174804688,376.6506042480469,378.33245849609375,831.8308715820312,378.33245849609375,795.149658203125,815.172119140625,551.7199096679688,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2558.jpg,2558,172.5,1065.0,1097.5,1058.75,578.75,758.75,1647.5,133.75,1872.5,1133.75,1010.0,696.25,1010.0,771.25,1003.75,1052.5,928.75,302.5,991.25,290.0,1460.0,777.5,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2623.jpg,2623,1772.5,358.75,1003.75,690.0,1360.0,621.25,1010.0,533.75,935.0,540.0,1097.5,477.5,1041.25,521.25,1035.0,458.75,953.75,290.0,1391.25,390.0,1260.0,871.25,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2686.jpg,2686,253.75,1065.0,1410.0,927.5,635.0,733.75,1641.25,840.0,985.0,515.0,1022.5,527.5,1041.25,546.25,1003.75,533.75,1010.0,933.75,991.25,196.25,947.5,446.25,baseline
00515-phase1-2022-06-28 09-54-27.mp4,img_2721.jpg,2721,216.25,1015.0,1091.25,927.5,1010.0,727.5,1616.25,840.0,985.0,540.0,1028.75,533.75,1028.75,565.0,985.0,521.25,953.75,190.0,947.5,208.75,966.25,446.25,baseline
