Video_Name,Img_Path,Frame_ID,Ear_back_x,Ear_back_y,Ear_front_x,Ear_front_y,Ear_bottom_x,Ear_bottom_y,Ear_top_x,Ear_top_y,Eye_back_x,Eye_back_y,Eye_front_x,Eye_front_y,Eye_bottom_x,Eye_bottom_y,Eye_top_x,Eye_top_y,Nose_top_x,Nose_top_y,Nose_bottom_x,Nose_bottom_y,Mouth_x,Mouth_y,Stimuli
00517-phase2-2022-06-28 11-59-52.mp4,img_53.jpg,53,1088.255615234375,264.93994140625,1216.0345458984375,416.6775207519531,1093.0472412109375,368.7603759765625,1196.8677978515625,298.48193359375,1369.369384765625,475.7752990722656,1418.8837890625,482.1642456054688,1388.5362548828125,498.1366271972656,1378.952880859375,455.0111999511719,1648.885986328125,518.9006958007812,1569.0240478515625,613.1377563476562,1450.8284912109375,681.8189697265625,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_110.jpg,110,1100.01416015625,269.1282958984375,1225.4156494140625,401.99407958984375,1122.4072265625,360.193603515625,1186.600830078125,301.97149658203125,1364.2529296875,482.6092834472656,1415.0106201171875,500.5237731933594,1389.6317138671875,510.973876953125,1389.6317138671875,464.6947937011719,1523.990478515625,549.7886352539062,1535.9334716796875,630.40380859375,1431.4322509765625,670.71142578125,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_143.jpg,143,1102.1737060546875,263.4565124511719,1221.9654541015625,411.14501953125,1105.4556884765625,373.40240478515625,1203.9146728515625,286.4302673339844,1369.6539306640625,471.86138916015625,1422.1654052734375,480.0663146972656,1390.98681640625,499.7581176757813,1387.704833984375,452.1696166992188,1620.7244873046875,524.3728637695312,1604.3145751953125,621.19091796875,1499.2916259765625,650.7285766601562,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_186.jpg,186,1144.2855224609375,330.1123352050781,1235.8822021484375,544.792236328125,1121.3863525390625,473.2322692871094,1243.0382080078125,428.8650817871094,1321.7542724609375,716.5361328125,1384.7269287109375,790.95849609375,1333.203857421875,775.2152709960938,1374.7086181640625,732.279296875,1494.9293212890625,942.6655883789062,1460.58056640625,743.7288818359375,1348.947021484375,988.4639892578124,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_218.jpg,218,1368.1806640625,448.2091369628906,1409.6396484375,632.1837768554688,1369.4761962890625,553.1524047851562,1432.96044921875,537.6052856445312,1482.193115234375,813.5672607421875,1505.5137939453125,779.8817749023438,1486.079833984375,800.611328125,1510.6961669921875,773.40380859375,1578.0672607421875,595.9071044921875,1527.5389404296875,1035.1142578125,1442.0296630859375,1035.1142578125,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_250.jpg,250,1272.211669921875,381.3180541992188,1377.395751953125,570.39892578125,1322.29931640625,509.0415649414063,1381.15234375,461.4582824707031,1413.709228515625,683.0961303710938,1455.0316162109375,718.157470703125,1437.5008544921875,709.3921508789062,1453.7794189453125,686.8527221679688,1531.415283203125,807.0630493164062,1503.8670654296875,852.1419067382812,1428.735595703125,860.9072875976562,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_351.jpg,351,1163.4483642578125,315.7158203125,1283.144287109375,524.8232421875,1160.5640869140625,436.8539123535156,1261.512451171875,399.3587951660156,1404.2823486328125,624.3295288085938,1463.4093017578125,676.245849609375,1424.4720458984375,666.1510009765625,1447.5460205078125,627.2137451171875,1607.621337890625,811.8051147460938,1575.8946533203125,860.8372192382812,1446.1038818359375,872.3741455078125,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_464.jpg,464,1199.3072509765625,374.3744201660156,1286.888671875,601.5386962890625,1178.7803955078125,504.3780517578125,1312.889404296875,478.3773193359375,1400.4708251953125,742.489990234375,1456.57763671875,797.2283325195312,1410.050048828125,780.8068237304688,1449.7353515625,745.2269287109375,1582.4759521484375,950.4957885742188,1531.8428955078125,984.707275390625,1396.365478515625,1006.6026611328124,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_685.jpg,685,1198.897216796875,377.34759521484375,1288.0882568359375,603.7555541992188,1185.175537109375,504.9593811035156,1312.787353515625,473.39947509765625,1400.606201171875,745.0890502929688,1450.0042724609375,799.975830078125,1410.2113037109375,783.509765625,1450.0042724609375,746.461181640625,1584.4769287109375,953.6588134765624,1530.9622802734375,987.9630126953124,1414.327880859375,1009.917724609375,experiment
00517-phase2-2022-06-28 11-59-52.mp4,img_859.jpg,859,1044.5982666015625,301.56646728515625,1131.4193115234375,470.2942504882813,1021.6643676757812,426.0646362304688,1134.695556640625,345.79608154296875,1259.19384765625,522.7145385742188,1293.5946044921875,529.26708984375,1265.746337890625,542.3721313476562,1275.5751953125,506.3331909179688,1486.8944091796875,593.154296875,1460.684326171875,668.5084838867188,1382.0538330078125,714.376220703125,experiment
